Question,Category
What is an abstraction in java? Provide an example. ,Understand
Explain the term polymorphism in detail.,Understand
Explain the terms method overriding and overloading in detail.,Analyze
Differentiate method overloading and method overriding.,Analyze
Can we override a main method? State the reason. ,Remember
Can we overload a main method? State the reason.,Remember
Write down a simple code for constructor overloading.,Apply
"Implement the classes to the given system. (Note: All the classes should be included inside the same package with the name ""Company"".)",Create
"Create the ""DriverClass"" inside the same package.",Create
Create a display method (which displays the attributes in the super class of the child class holding the display method) in the relevant classes.,Create
"Define a parameterized constructor for the class ""Staff"" which takes all of its attributes.",Create
"Define a parameterized constructor for the class ""SeniorStaff"" which calls the constructor of the super class.",Create
"Define a parameterized constructor for the class ""JuniorStaff' which calls the constructor of the super class and takes its own variables as the parameter.",Create
Differentiate the following terms with suitable examples,Analyze
What is Kamaugh Map,Remember
Write simple code which explaining the inheritance.,Apply
explain the Polymorphism in java?,Understand
Write simple code for constructor overloading.,Apply
Rapid application development (RAD) is a methodology for software development. What is meant by this?,Remember
Every development approach having advantages and disadvantages. List out 5 advantages and 5 disadvantages of Rapid application development.,Analyze
Critically evaluate the customer involvement on Rapid application development.,Evaluate
Calculate the schedule in month required to finish the project.,Apply
Calculate team members required to finish the project.,Apply
Compute the unadjusted functional point total of the project,Apply
Calculate the adjusted functional point total of the project when influence multiplier is 0.95,Apply
Explain what you mean by outsourcing?,Understand
Why companies do outsourcing?,Understand
What are the risks evolving in Outsourcing?,Analyze
Briefly explain about Iterative and incremental development.,Understand
What is meant by software prototyping? Briefly explain with a support of a diagram.,Understand
"What do you mean by the term ""Multimedia”",Understand
Briefly describe the advantages of vector graphics,Understand
There are several types of multimedia according to the contents. List out the types and describe each of them.,Understand
List out the features of multimedia,Remember
List out the key issues of multimedia system,Understand
Describe the steps involved in 3 — D animation,Understand
Compare and contrast the lossless and lossy compression methods,Analyze
Clearly state the steps of Shannon - fano algorithm,Remember
What is meant by classic mistakes in RAD? ,Remember
Describe the following terms related to classic mistakes in RAD.,Understand
List out different types of the estimation in a software project.,Remember
Calculate the schedule in month required to finish the project.,Apply
Calculate team members required to finish the project,Apply
Compute the unadjusted functional point total of the project.,Apply
List down four (04) major features of Team Foundation Server.,Remember
List out and explain three (03) kinds of competencies important to team members.,Understand
What is meant by classic mistakes in RAD.?,Remember
Describe the following terms related to classic mistakes in RAD,Understand
Explain how it affects the rapid development of a software project.,Analyze
List out different types of the estimation in a software project.,Remember
Explain how it affects the rapid development of a software project.,Analyze
What are the benefits of using daily build and smoke test?,Understand
Briefly explain what you mean by outsourcing,Understand
Why companies do outsourcing?,Understand
discuss the risks evolving in Outsourcing?,Analyze
State the characteristics of multimedia systems,Remember
Discuss the challenges of multimedia Systems,Analyze
Define what is interactive multimedia,Remember
State the components of interactive multimedia,Remember
Compare and contrast bitmap images and vector images,Analyze
Describe the two types of multimedia application,Understand
Give two file formats for the following,Remember
"What are the pixel dimension of a 5"" x 7"" photograph scanned at 300 dpi?",Apply
Draw the Huffman tree,Create
Draw the encoder table,Create
compress the above string using Run-length Encoding compression scheme,Apply
Find the compression ratio,Apply
State whether it's a good compression or bad compression based on the compression ratio,Evaluate
What are the types of multimedia according to the contents?. Describe each of them,Understand
List out the features of multimedia.,Remember
List out the key issues of multimedia system.,Remember
Describe the steps involved in 3 — D animation,Understand
What is a multiplexer,Remember
"Draw a multiplexer using only NAND gates that selects from four inputs 10 to 13 using two select inputs, S0 and S1",Create
Design a Full Adder and Show that a fully adder can be designed by connecting two half adders.,Create
Explain the function of Decoder (2 — 4 DEC) circuits using truth table and its internal structure of logic gates diagram.,Understand
What is Register? What are the different types of registers?,Remember
What is a Flip-Flop? How it is differ from Latches,Remember
Explain the Clocked and Unlocked RS Flip-Flips with the logic design.,Understand
What do you meant by time and space complexity of algorithm,Understand
What is Big-O notation? Give some example of complexity classes,Remember
"Briefly describe worst-case, average-case, and best-case complexity with a simple example.",Understand
Analyze the given code fragment below and answer the following question.,Analyze
What is the best-case time complexity of this code fragment?,Analyze
What is the average-case time complexity of this code fragment?,Analyze
What is the worst-case time complexity of this code fragment?,Analyze
Describe the idea behind on the insertion sort,Understand
Trace and write the steps for the following list of numbers to find the sorted list using merge sort algorithm.,Apply
Write a method to sort an array using insertion sort algorithm using java.,Apply
State the difference between array and linked list data structure?,Understand
What is a binary tree?,Remember
A binary tree can be represented using array. Describe the basic idea on representing a binary tree using array.,Understand
State the steps of three traversal orders in a binary tree traversal.,Remember
Write the each traversal orders of the tree given below.,Apply
Write down the adjacency matrix and adjacency list of the given graph.,Apply
Write the Breadth- First Search order of vertices for the given graph.,Apply
Briefly describe the steps on dijikstra's shortest path algorithm.,Understand
 Find the shortest path of the given graph using dijikstra's shortest path,Apply
Briefly describe the components of a computer system with suitable diagram.,Understand
Describe the difference between Linux and Windows operating systems.,Understand
"Compare various levels of storage in connection with size, speed, cost, access time and implementation technology.  ",Analyze
What is system call? Explain the categories of system calls.,Understand
Discuss the structure of an operating system. Justify the use of approaches of different structures providing efficient resource sharing services to the user.,Analyze
"Define and differentiate the Layered, Client-Server approach of operating system design and implementation:",Understand
What are the major activities of an operating system regarding the following management and explain briefly how these components relate each other with respect to the operating system.,Analyze
Define and Differentiate Safe and Unsafe states in connection with deadlock.,Understand
Implement the following Graph Data Structure application using Java program,Create
Implement a java program to randomly store English alphabets in an array. Using your stored values to perform following operations (use separate methods for each).,Create
Implement the following Tree Data Structure application,Create
Display order of elements in BST using one of the traversal,Apply
Implement the following Graph Data Structure application using Java program.  You are required to construct the below graph with respect to the edges and vertices.,Create
Design a logic circuit that converts the information from code A to code B as shown in the Table 1.,Create
What do you mean by multiplexer,Remember
Draw a multiplexer using NAND gates only,Create
Design a Full Adder using two Half adders,Create
What is Register in computer system? What are the different types of Registers?,Remember
Briefly explain the function of Decoder (2 — 4 DEC) circuits using truth table and its internal structure of logic gates,Understand
What is a Flip-Flop? How is it differ from Latches?,Remember
Describe the Clocked and Un-clocked RS Flip-Flops with the aid of logic design.,Understand
Describe the Clocked and Un-clocked RS Flip-Flops with the aid of logic design.,Understand
Analyze the number of instructions executed in the following iterative algorithm for computing nth Fibonacci numbers as a function of n. And write down the name of complexity class of this given algorithm,Analyze
What do you mean by a recursive algorithm?,Understand
Differentiate the advantage and disadvantages of recursive and iterative algorithms,Analyze
Write down a recursive code for the iterative algorithm for computing nth Fibonacci numbers as a function of n. And find out the complexity class of your recursive code,Apply
What do you mean by sorting algorithm?,Understand
Describe the idea behind on the selection sort algorithm.,Understand
Trace and write the steps for the following list of numbers to find the sorted list using selection sort algorithm.,Apply
Write a java code for sort an array using bubble sort algorithm.,Apply
A binary tree can be represented using array. Describe the basic idea on representing a binary tree using array.,Understand
Construct a binary search tree for the given list of numbers,Create
Write each traversal orders of the tree given below,Apply
Draw the final tree of given tree after removing the node with value 8.,Create
Write down the adjacency matrix and adjacency list of the given graph,Apply
Write down the adjacency matrix and adjacency list of the given graph,Apply
Find the shortest path of the given graph using dijikstra's shortest path algorithm,Apply
Describe the difference between Linux and Windows operating systems.,Understand
Briefly describe the components of a computer system with suitable diagram,Understand
Explain the following:,Understand
Explain the categories of system calls.,Understand
"Define and differentiate the Layered, Modular Kernel approach of operating system design and implementation:",Understand
Define and differentiate the following:,Understand
Explain the basic principles of object orientation with comparing real world Clock object,Understand
Briefly explain the following with an example:,Understand
Define and differentiate Validation and Verification,Understand
Explain the various steps involved in object oriented Systems development,Understand
Describe the following Unified Modeling Language (UML) diagrams,Understand
Draw a class diagram for a Typical Banking system,Create
Data a use case diagram for a library system with their actors involved,Create
Write a java program to check the word for the palindrome without using stack data structure. You should get the input as words not as characters from the user,Create
Implement a java program to perform the following tasks,Create
What is a complexity of an algorithm? Briefly describe the time and the space complexities of an algorithm?,Understand
What is a complexity of an algorithm? Briefly describe the time and the space complexities of an algorithm?,Understand
Explain the following Asymptotic complexity notations using a suitable example for each,Understand
"Using a suitable example, briefly explain a base case and a recursive case with the context of recursive algorithm.",Understand
What is Brute-force algorithm,Understand
Explain the Greedy algorithm with an example,Create
Briefly explain the concept of Bubble sort algorithm.,Understand
What is the idea behind the selection sort algorithm?,Understand
Write a method to implement insertion sort algorithm in Java programming.,Create
Discuss the 3 properties of Binary Search Trees (BST).,Understand
Write down the traversal orders for the given tree.,Apply
Examine the following example input and output. Write a Java program which reads strings from a standard input and prints them in the reverse order.,Create
Briefly describe the basic principles of object orientation.,Understand
What is OOAD? Discuss the benefits of OOAD,Understand
Explain the various steps involved in object oriented Systems development,Understand
Draw a use case diagram for a library system with their actors involved.,Create
Draw a sequence diagrams for computer user printing a file through print server and queue involved.,Create
Draw a sequence diagram for a Telephonic call,Create
Describe TWO complexity measures and list out FOUR properties of algorithm,Understand
By inspecting the below code segment determine the maximum number of primitive operations executed by this algorithm as a function of the input size n and represent the efficiency of this algorithm using Big-Oh notation.,Analyze
Using summation notation represent the efficiency of the algorithm to the below code segment.,Apply
"Given the recurrence equation of the efficiency of quicksort algorithm is T(n-l) + n, where n is total number of elements in a list and T(n) is time taken to sort the elements using quick sort. Show that the worst-case complexity of this algorithm can be given as O(n2).",Analyze
Briefly describe the concept behind the Divide and conquer algorithm. Using the divide and conquer algorithm sort the following list.,Understand
Explain the Selection sort algorithm.,Understand
Briefly explain the quick sort algorithm using a suitable diagram.,Understand
Sort the below list of strings in ascending order using Radix sort algorithm.,Apply
What is Binary Search Trees ,Remember
What is Operating System? Briefly describe their functions ,Remember
Short note on the following categories of operating system:,Understand
"Define and differentiate the Layered, Micro Kernel and Modular Kernel approach of operating system design and implementations:",Understand
Describe the actions taken by an operating system to context- switch between Processes,Understand
Define the deadlock term. What are the necessary conditions for deadlock?,Remember
Define and differentiate the following approach of operating system design and implementation,Understand
Explain Process State Diagram,Understand
Describe the actions taken by an operating system to context- switch between Processes,Understand
"Write a program to store the fruits in a stack ordered as, shown in Figure 2 and perform the following operations.",Create
Explain time and space complexities of an algorithm.,Understand
calculate the maximum number of primitive operations can be executed by the given algorithm as a function of the input size N.,Apply
"Using suitable example, explain the following analyses of an algorithm",Understand
Derive the running time equation for the followings code segment and determine the efficiency by means of Big-Oh notation.,Apply
Explain the main differences between Bubble sort and Insertion sort algorithms,Understand
Consider the below list of elements:,Understand
Explain the idea behind the Merge sort algorithm.,Apply
Briefly explain TWO of the followings:,Understand
What is adjacency matrix in graph data structure'? Construct a graph from the below adjacency matrix,Apply
Briefly explain the time and the space complexities of an algorithm?,Understand
"For the following code segment, compute the running time as a function of n",Apply
Explain the usage of TWO of the following Asymptotic complexity notations.,Understand
"Using a suitable example, briefly explain the recursive algorithm",Understand
"Briefly explain the concept of Bubble sort algorithm. Using this sorting method, sort the given list of numbers into ascending or descending order",Understand
Using the Merge sort algorithm to sort the following list in order,Apply
What is Selection sort algorithm? ,Understand
Write down the order of elements for the following tree traversals to the below tree,Apply
Write down the adjacency matrix and path matrix for the below graph. ,Apply
"Briefly describe the components of a computer system with suitable diagram,",Understand
Define and differentiate the following approach of operating system design and implementation:,Understand
Describe the actions taken by an operating system to context- switch between Processes,Understand
What is Operating System? Briefly describe their functions.,Remember
Briefly describe the types of schedulers.,Understand
Describe the actions taken by an operating system to context- switch between Processes,Understand
Define the deadlock term. What are the necessary conditions for deadlock?,Remember
What is efficiency of an algorithm,Understand
Briefly explain ANY TWO of the following algorithm analyses using suitable example for each,Understand
Calculate the running time of the below code segment in term of input size n and determine the efficiency by mean of Big-Oh notation.,Apply
"The Fibonacci numbers are a sequence of integers in which the first two elements are 0 & 1, and each following elements are the sum of the two preceding elements- it is described as follows",Understand
Demonstrate using a diagram how to find the minimum number from the below numbers using divide and conquer algorithm.,Apply
Explain the concept of greedy algorithm.,Understand
Explain the difference between selection sort algorithm and insertion sort algorithm,Understand
illustrate the insertion sort algorithm to sort the following list of elements in ascending order,Apply
Using merge sort algorithm sort the following numbers in descending order.,Apply
Explain the differences between binary tree and binary search tree (BST).,Understand
Use the flowing BST to answer the questions below:,Apply
Write down the path matrix and adjacency matrix to the below graph.,Apply
Briefly describe the characteristics of HTTP,Understand
Define the HTTP header fields and describe them each.,Understand
Discuss the advantages and disadvantages of server side programming,Analyze
What do you mean by dynamic web pages? And discuss the advantages and disadvantages of static web pages.,Understand
"What do you mean by a public internet, and internal intranet?",Understand
Briefly describe the term web service. And list out the components of web,Understand
State and discuss the benefits of using web service.,Understand
What are the available types of server architecture?,Remember
What do you mean by time and space complexity of algorithm,Understand
What is Big-O notation? Give some example of complexity classes,Remember
Analyze the given code fragment below and answer the following question.,Analyze
"What do you mean by sorting algorithm, internal sorting and external sorting?",Understand
Describe the idea behind on the insertion sort.,Understand
Trace and write the steps for the following list of numbers to find the sort list using merge sort algorithm.,Apply
Write a method to sort an array using insertion sort algorithm using java.,Create
Explain the network categories based on the following characteristics:,Understand
What kind of applications might use a following network layout,Understand
What are the different types of convergence? How does convergence apply to the Communications industry?,Understand
What is Open System Interconnection (OSI)?,Remember
How do the layers of the OSI model compare with the layers of the TCP/IP protocol suite?,Understand
What are some of the more common applications found in the TCP/IP protocol suite?,Remember
Explain different types of switching techniques with suitable illustration,Understand
What arc the different approaches in Packet Switching? Explain them in detail,Understand
What is routing? How is it different from switching?,Understand
What is IP address? Briefly describe the different classes of IP address?,Remember
Find the class of the following IP addresses,Apply
Discuss in detail about different LAN technologies,Understand
differentiate FDDI from token ring.,Analyze
Briefly describe IEEE committees and their responsibilities.,Understand
Write short notes on cellular technologies.,Understand
"What do you mean by website, web pages, and web browsers?",Understand
"List out the components of WWW, and describe each of them",Remember
List out the main operations of the client system in the client server computing,Remember
What do you mean by dynamic web pages? And discuss the advantages and disadvantages of static web pages.,Understand
Discuss the comparison between client side and server side.  ,Analyze
Identify the valid and invalid variables in PHP and indicate the reason if invalid.,Apply
What are the differences between PI-IP constants and variables,Understand
What is Document Type Declaration (DTD)?,Remember
Explain the importance of Document Type Declaration in web development,Understand
Differentiate different types of Doctypes from one to another,Analyze
What is XML namespace? Why it is important,Understand
Differentiate PCDATA and CDATA in a DTD of an XML document,Analyze
"Write the valid XML document with respect to the given ""DTD"", below",Create
Construct a method to display the array.,Create
"Construct methods to sort the array using selection sort, bubble sort, insertion sort and merge sort.",Create
"Construct a method to display the unsorted array, sorted array and computational time.",Create
Justify the following statements.,Evaluate
State the reason why an expiry date is defined in a cookie.,Understand
"What does ""WISA"" stand for?",Remember
Describe the role played by ICANN in the process of providing a domain name.,Understand
"What is ""SSL""?",Remember
Describe the following PHP errors using examples.,Understand
"Briefly describe the term ""Bad HTML"".",Understand
Briefly describe how ASP works.,Understand
State the benefits of multi-tier architecture.,Understand
Represent the following IP address in dotted decimal notation,Apply
"Briefly describe the connection between URI, URL and URN",Understand
What are the web service platform elements,Remember
Describe the ways how a web service interface can be published to a client.,Understand
Illustrate a typical real world web service scenario,Apply
Explain the network categories based on the following characteristics:  ,Understand
What are the different types of convergence? How does convergence apply to the Communications industry?,Understand
What is the difference between modem and router?,Understand
What are the seven layers of the OSI model'?,Remember
What are the five layers of the TCP/IP protocol suite?,Remember
How do the layers of the OSI model compare with the layers of the TCP/IP protocol suite?,Understand
What are some of the more common applications found in the TCP/IP protocol suite,Remember
Write notes on the following,Understand
What is 802.11 Networks,Remember
Discuss in detail about different LAN technologies,Understand
Explain the following routing protocols with suitable example,Understand
Construct a method in java to store 500 random numbers in an array from 1 to 1000,Create
Construct a method in java to display the array.,Create
Construct separate methods in java to sort the array using,Create
Construct a method in java to search a key value from this array using sequential search algorithm. ,Create
Construct a method in java to measure the computational time for each sorting and searching methods.,Create
What do you mean by the term 'protocol’?,Understand
State two differences between TCP and IP protocols.,Understand
What is an IP address?,Remember
Represent the following IP address in dotted decimal notation,Apply
Represent the following code using DOM nodes,Apply
Differentiate HTML and XML,Analyze
Provide two advantages of XML,Understand
Describe the process happen when a browser requests an ASP file,Understand
State the two possible ways to achieve persistence,Remember
What is a solution stack,Remember
State the component of 3-Tier architecture? Briefly describe their functions.,Understand
What are the web service platform elements,Understand
Briefly discuss the Client-Server Network models using suitable examples.,Analyze
Discuss the role of the Internet service provider (ISP) in the internet,Understand
Differentiate the Static web pages from Dynamic Web pages with examples,Analyze
What are the uses of computer networks in business applications,Understand
What is network topology? Explain two commonly used network topologies,Understand
difference between synchronous and asynchronous data transmission?,Understand
Explain the following channel effect on data transmission.,Understand
What is data transmission media? Explain the various media used for data transmission in computer networks.,Understand
Mention the advantages of fiber optics media.,Remember
Explain key differences in single-mode and multi-mode fiber optics media.,Understand
What is client-server network? Explain the advantages of client-server network,Understand
Explain the differences of IPv4 and IPv6,Understand
What is network security? Who is vulnerable?,Understand
List four types of cyber attacks.,Understand
Clearly explain the functions of the following connectivity devices used in the Networking environment,Remember
What is the difference between switching and routing?,Understand
What is the difference between a logical connection and a physical connection,Understand
Find the class of the following addresses,Apply
What are the different approaches in Packet Switching? Explain them in detail,Understand
Discuss in detail about LAN technologies,Understand
What are the basic functions of the routing protocols?,Understand
What do you mean by the term web services?,Understand
What is a MAC address?,Remember
Represent the following IP address in dotted decimal notation.,Apply
Differentiate XHTML and XML,Analyze
describe the process happen when a browser requests an ASP file,Understand
What are the web service platform elements,Understand
What is a solution stack'? Provide two examples,Understand
What is the correct HTML for adding a background color yellow,Apply
What will be the output of,Apply
"What is the correct syntax for referring to an external script called ""xxx.js"" in JavaScript?",Apply
Which is used about text data that should not be parsed by the XML parser,Remember
Write down the Syntax of URL with an example,Apply
Differentiate the Absolute path from Relative path,Analyze
difference between a block-level element and an inline element,Analyze
Describe the process happen when a browser requests an ASP file,Understand
State the component of 3 -Tier architecture? Briefly describe their functions.,Understand
What are the web service platform elements,Analyze
What is the difference between include() Function and require() Function?,Analyze
What is the difference between legal conduct and ethical conduct,Create
What are the essential steps you need to follow for making your own website?,Understand
List down and briefly explain 04 Ethical Issues in web development.,Understand
Find the correct syntax ,Apply
Discuss the role of ISP in the internet,Understand
What are the advantages of Cyclic Redundancy Check (CRC) over Parity Check,Analyze
What is the use of different layers in network architecture,Understand
What is the necessity of protocol in data communication,Understand
List out the protocols that belong to TCP/IP model,Remember
State significant functions in each layer of the OSI model.,Understand
Differentiate Classfull and Classless Inter Domain Routing (CIDR) IP addresses,Analyze
What is the use of an IP address in data communication,Understand
Create the following layout using CSS.,Create
State whether you agree or not with the following statements. Briefly explain the reasons for your decisions.,Evaluate
"Write the correct object-oriented concept in column B, which matches the description given in column",Apply
Briefly explain the following software quality attributes.,Apply
Write the suitable software process model type for the given description.,Understand
What is the correct order in executing the above tests in software testing process?,Apply
Briefly explain the following terms,Understand
"Briefly describe two features associated with software development projects, but not as significant in other development projects.",Understand
Describe two main differences in software engineering compared to other engineering disciplines.,Understand
Briefly describe three advantages of using prototype software development model instead of waterfall model.,Understand
Differentiate evolutionary prototype with throw-away prototype.,Analyze
Briefly explain two technical considerations and two non-technical considerations which have to be considered when selecting a programming language for software implementation.,Understand
Briefly describe three standard coding practices.,Understand
What are the techniques used to increase the reliability of code during coding in software development?,Understand
State two differences between Black-Box testing and White-Box testing.,Analyze
How does software inspection differ from software testing? ,Analyze
You are testing a photo-enforcement system for the traffic intersection. A photo will be taken if the two conditions are true: If the light is RED and front wheels of the car are over the line then it will take photo.,Apply
Explain why a software system needs to be evolved.,Understand
Briefly describe three types of software risk categories.,Understand
One of the important design considerations is reusability of software components. Briefly explain two benefits of software component reuse,Understand
Differentiate software engineering and re-engineering. Why do we need re-engineering?,Analyze
Discuss database approach over traditional file-based approach.,Understand
Briefly discuss ANY TWO of the followings,Understand
Using a suitable diagram discuss three-schema architecture of database management system (DBMS).,Understand
Differentiate the logical data independence with physical data independence,Analyze
What is normalization in relational database system? Briefly discuss the processes involve in the following normalization steps,Understand
What is database system,Remember
Discuss FOUR phases of database design,Understand
Briefly discuss the importance of Entity Relationship Diagram (ERD) in database system implementation.,Understand
Using a suitable example explain the difference between multi valued attribute with derived value attribute,Apply
What is relational database language? List THREE roles of structured query language (SQL) in DBMS.,Remember
Use the following database schema of a company to write down the SQL statements for given queries,Apply
What is relational Schema? Convert the following ER diagram into a relational schema,Apply
What is normalization in database system? Discuss the importance of normalization process in a database system,Understand
Briefly describe the (bur basic generic activities of a software development process.,Understand
Briefly describe two problems associated with software development projects,Understand
Briefly describe three advantages of' using prototype software development model instead of waterfall model,Understand
List three key differences between Agile and Waterfall approach to software development.,Analyze
Distinguish between user requirements and system requirements,Analyze
Write down four functional requirements of a typical library management system provides online library functions.,Apply
What types of software are most suitable for the above system,Analyze
State two functional and non-functional requirements of the above scenario.,Apply
explain two benefits of software component reuse.,Understand
"Write down the suitable phrase for the following description related to software design, development and maintenance.",Apply
What is the correct order in executing these tests in software testing process?,Apply
Write the correct software testing type for the given description in the left column,Apply
How does software re-engineering differ from software engineering? Explain using,Analyze
Differentiate software deliverables and milestones.,Analyze
Explain two reasons for changing the software after its deployment.,Understand
 List down three risk categories of software development.,Remember
Briefly describe the four basic generic activities of a software development process,Understand
Briefly describe two problems associated with software development projects.,Understand
Write the correct software quality attribute name for the given description,Apply
Briefly describe three advantages of using prototype software development model instead of   waterfall model,Understand
List three key differences between Agile and Waterfall approach to software development,Analyze
Distinguish between user requirements and system requirements,Analyze
Write down four functional requirements of a typical library management system which provides online library functions,Apply
State whether the following statements are correct. Give reasons for your answer,Evaluate
What types of software arc most suitable for the above system,Analyze
State two functional and non-functional requirements of the above scenario,Apply
Briefly explain two benefits of software component reuse.,Understand
"Write down the suitable phrase for the following description related to software design, development and maintenance",Apply
What is the correct order in execution of these tests in software testing process,Apply
How does software re-engineering differ from software engineering'? Explain using diagrams,Analyze
Differentiate software deliverables and milestones,Analyze
Explain two reasons for changing the software after its deployment.,Understand
List down three risk categories of software development,Remember
Consider following terms,Analyze
Which of the following statement(s) is/are correct,Evaluate
Which of the following statement(s) is/are correct about the ANSI/SPARC architecture,Evaluate
Which of the following statement(s) is/are correct about the external schema,Evaluate
Which of the following typical drawbacks are present in a file oriented system,Analyze
"If an entity has 2 candidate keys, then",Apply
What is the best normal form that Lecturer relation satisfies,Apply
Which of the following are true regarding anomalies that result from data redundancy,Analyze
Briefly describe the database development process,Understand
Compare and contrast the Logical Data Independence with Physical Data Independence.,Analyze
"Differentiate ""total participation"" and ""partial participation"" with suitable examples.",Understand
Briefly explain the followings with suitable example(s).,Understand
What are the purpose of using normalization in relational schema,Understand
"Draw an Entity-Rclationship (ER) diagram showing the necessary entities, attributes and relationships for the above driving school.",Understand
"Give the set of relations together with the keys (primary, foreign, unique) for the above school by mapping the ER diagram into a relational model",Apply
Consider the car sale relation given below:,Apply
State and describe the desirable properties of Transactions (ACID properties).,Understand
Consider the following database schema of a company and write the queries given below in relational algebra,Apply
What would be in RESULT 1 after the above operation is performed,Analyze
Insert the following data into your tables.,Apply
Perform the following queries,Apply
What is software (S W) project management?,Remember
Who is project manager? Briefly explain the responsibilities of a project manager,Understand
Discuss TWO of the followings,Analyze
Briefly discuss the usage of project evaluation and review techniques (PERT) and Gantt charts in SW project management,Understand
Fill the highlighted entries of the below table based on the facts given in diagram,Apply
Draw a Gantt chart for this project.,Apply
discuss the market opportunity and the contractual term of a SW project to determine the price of a S W.,Analyze
What is COCOMO,Remember
What is project life cycle?,Remember
What is risk in SW project?,Remember
What is software Quality Assurance in software production,Remember
"What is the continuum from Image Processing to computer vision can be broken up into low, mid, and high level processes",Understand
Briefly explain the Digital Image.,Understand
What is the type of Digital Images and explain each?,Remember
Explain the following Point Processing techniques,Understand
What you meant by Histogram Equalization,Understand
What is the application of thresh holding and explain the Spatial Filtering,Understand
Create the following matrices,Apply
What are differences between Program and Software product,Understand
Briefly explain the six phases of SDLC,Understand
What is Agile software process model,Remember
Briefly explain the following Software Design principles,Understand
What is Coupling and Cohesion? List three types of Coupling and Cohesion.,Understand
"Explain briefly, the following two software design methodology",Understand
What are the characteristics of Software Requirements Specification,Understand
Differentiate Functional requirement and Non-functional requirement,Understand
Examine and create a Decision Table and Decision Tree to represent the University rules,Apply
What is test case,Remember
Explain the following software testing levels,Understand
Define the term Database System,Remember
Give three (03) limitations of file based approach,Remember
Compare and contrast the Logical Data Independence with Physical Data Independence.,Analyze
Differentiate total participation and partial participation with suitable examples.,Understand
Briefly explain the followings with a suitable example,Understand
What are the purpose of using normalization in relational schema,Understand
What is the best definition for a 'Database',Remember
Which of the following typical drawbacks are present in a file oriented system,Understand
Which of the following statement(s) is/are correct?,Understand
"During the 'physical database design' stage, which of the following should be considered when  choosing a data type? ",Understand
What is the best normal form that Lecturer relation satisfies,Analyze
Briefly describe the steps involved in database development process,Understand
List out four limitations in File-based System.,Remember
Compare and contrast the Logical Data Independence with Physical Data Independence,Analyze
Differentiate total participation and partial participation with   suitable examples.,Understand
Briefly explain the followings with a suitable example.,Understand
What are the purpose of using normalization in relational schema,Understand
"Draw an Entity-Relationship (ER) diagram showing the necessary entities, attributes and relationships for the above driving school.",Apply
"Give the set of relations together with the keys (primary, foreign, unique) for the above school by mapping the ER diagram into a relational model",Apply
Give brief outline of the following organization structures,Understand
Discuss THREE factors which influence the price of a software product.,Analyze
Explain TWO productivity measures of software project using examples,Understand
Define the term Software Engineering,Remember
Briefly explain two broad categories of software quality attributes,Understand
What is feasibility study? Explain different types of feasibility study,Understand
 There are many differences in software engineering compared to other ,Understand
engineering disciplines. State four (04) reasons for this,Evaluate
Justify your answer with suitable reasons.,Remember
What is a software process,Understand
Explain what a prototype is and describe how it can be used in requirements gathering List ,Understand
 three (03) advantages and thrcc disadvantages of prototyping,Understand
Briefly describe how prototypes can be used in other stages of the system  development life cycle.,Understand
What is a CASE tool? Describe how a CASE tool can help to improve the quality of a system being developed.,Understand
There are many characteristics/attributes of a good software design. List four (04) of them and provide a brief explanation of each,Remember
"Write Pre-and-post specification for a function, which finds the minimum value in a sorted array of numbers",Apply
Briefly discuss five (05) types of UML diagrams,Understand
Explain briefly Validation and Verification in software checking process,Understand
State four reasons for changing (maintain) the software system,Understand
What is the difference between test case and test plan,Understand
List the main components in a test case.,Remember
Explain the main difference between version and release of software,Understand
Brief account on the following testing.,Understand
"What are the important processor architectures produced by ""Intel”",Remember
Define and differentiate CISC and RISC architecture,Understand
Draw the block diagram of instruction execution cycle and explain function of each step,Apply
Explain the function of the following components inside the CPU.,Understand
What are registers? Discuss the types of general purpose registers with suitable illustration,Understand
What is addressing mode? Explain the following addressing modes with suitable illustration and example,Understand
List out four (04) advantages of using a database management system,Remember
Briefly describe the components of File System,Understand
Consider a disk with the following characteristics,Understand
"Describe the ""Three-Schema Architecture"" of a database management system using appropriate diagram",Understand
What is Operating System? Briefly describe the functions of' operating system.,Remember
Briefly describe the components of a computer system with suitable diagram,Understand
Define and differentiate the following approach of operating system design and implementation,Understand
Describe the actions taken by an operating system to context- switch between processes.,Understand
What are the states of process? Explain with suitable diagram,Understand
"Define the ""deadlock"" term. What are the necessary conditions for deadlock?",Understand
"Briefly discuss ""why the knowledge of software engineering is essential for software development”",Understand
Distinguish between software engineering and systems engineering,Understand
"Briefly explain the ""Prototyping model"" used in software development",Understand
Explain the following two types of Prototyping model.,Understand
What are the three main types of requirements in the SRS document that should address?,Understand
Create a decision tree that captures the decision rules in this policy.,Apply
Create a decision table that captures the decision rules in this policy,Apply
Why is software design important,Understand
"Compare and contrast object-oriented and function-oriented approaches to software design. What approach do you prefer and why? Explain,",Analyze
Summarize the following requirements in the UML diagram,Understand
Explain why you need to test the software in the software development life cycle,Understand
Briefly describe the following Testing practices,Understand
What do you mean by Software Maintenance? What are the types of Software Maintenance?,Understand
What is configuration management in software engineering?,Remember
State three (03) reasons for failure in software,Remember
Explain the different types of feasibility studies and their important to the software development ,Understand
What are the different non-functional requirements to be considered when developing a system? ,Understand
